Src,Eqid,Version,Datetime,Lat,Lon,Magnitude,Depth,NST,Region
pr,11196002,0,"Friday, July 15, 2011 01:15:17 UTC",18.6889,-64.5500,3.0,108.50, 4,"Virgin Islands region"
us,c0004xqj,9,"Friday, July 15, 2011 00:55:47 UTC",-24.1392,-175.2518,5.6,43.20,256,"south of Tonga"
hv,60247546,1,"Friday, July 15, 2011 00:38:09 UTC",19.2742,-155.4415,2.1,7.60,21,"Island of Hawaii, Hawaii"
nn,00343106,8,"Friday, July 15, 2011 00:27:07 UTC",38.4345,-118.7403,2.1,3.00,19,"Nevada"
nn,00343103,8,"Friday, July 15, 2011 00:14:41 UTC",38.4358,-118.7347,2.9,2.30,20,"Nevada"
pr,11196000,0,"Friday, July 15, 2011 00:07:41 UTC",19.0370,-64.7730,3.2,89.80, 6,"Virgin Islands region"
pr,11195075,0,"Thursday, July 14, 2011 23:58:19 UTC",19.0209,-64.7839,3.1,86.60, 5,"Virgin Islands region"
uu,07142344,2,"Thursday, July 14, 2011 23:44:54 UTC",40.4642,-111.9390,1.6,0.00,11,"Wasatch Front Urban Corridor, Utah"
ci,10190430,2,"Thursday, July 14, 2011 23:30:07 UTC",33.7542,-117.1172,1.2,0.00, 8,"Southern California"
nc,71601035,2,"Thursday, July 14, 2011 23:28:50 UTC",38.8208,-122.8232,1.0,3.10,43,"Northern California"
us,c0004xm5,5,"Thursday, July 14, 2011 23:10:27 UTC",-6.6245,129.4444,4.9,216.00,39,"Banda Sea"
ak,10269896,3,"Thursday, July 14, 2011 23:02:56 UTC",60.1560,-141.5515,1.3,0.00, 6,"Southern Alaska"
pr,11195074,0,"Thursday, July 14, 2011 23:02:05 UTC",18.8829,-64.7289,3.0,98.10, 4,"Virgin Islands region"
ak,10269892,3,"Thursday, July 14, 2011 22:54:39 UTC",60.2239,-141.6559,1.1,0.00, 8,"Southern Alaska"
us,c0004xlg,6,"Thursday, July 14, 2011 22:53:55 UTC",-16.0346,-69.4988,4.5,240.90,92,"southern Peru"
pr,11195073,0,"Thursday, July 14, 2011 22:52:42 UTC",19.2019,-64.8619,2.7,72.60, 4,"Virgin Islands region"
ak,10269888,3,"Thursday, July 14, 2011 22:52:03 UTC",53.6969,-166.9073,1.6,6.80,12,"Fox Islands, Aleutian Islands, Alaska"
hv,60247521,1,"Thursday, July 14, 2011 22:51:17 UTC",19.3443,-155.0717,1.9,2.60,14,"Island of Hawaii, Hawaii"
ak,10269889,3,"Thursday, July 14, 2011 22:49:31 UTC",61.1319,-147.1499,1.3,0.00, 7,"Southern Alaska"
ak,10269883,2,"Thursday, July 14, 2011 22:42:18 UTC",61.6855,-149.9101,1.6,43.00,14,"Southern Alaska"
nc,71601025,2,"Thursday, July 14, 2011 22:40:53 UTC",38.8365,-122.7832,1.2,2.20,46,"Northern California"
ak,10272047,3,"Thursday, July 14, 2011 22:33:32 UTC",52.2779,-171.6069,2.9,41.70,14,"Fox Islands, Aleutian Islands, Alaska"
ci,15017412,3,"Thursday, July 14, 2011 22:23:28 UTC",33.7607,-116.9277,2.0,13.30,46,"Southern California"
uu,07142223,2,"Thursday, July 14, 2011 22:22:25 UTC",39.9310,-111.8040,1.2,9.20,10,"Utah"
nc,71601015,3,"Thursday, July 14, 2011 22:12:59 UTC",38.8212,-122.8227,1.5,2.80,47,"Northern California"
nn,00343097,8,"Thursday, July 14, 2011 22:06:08 UTC",36.4714,-115.8987,2.2,3.90,16,"Nevada"
ak,10272046,3,"Thursday, July 14, 2011 22:03:23 UTC",51.9882,-171.4979,2.8,40.80,12,"Fox Islands, Aleutian Islands, Alaska"
pr,11195027,0,"Thursday, July 14, 2011 21:48:17 UTC",19.0839,-64.8690,3.1,74.90, 5,"Virgin Islands region"
us,c0004xil,9,"Thursday, July 14, 2011 21:47:46 UTC",52.0350,-171.7608,4.5,48.00,100,"Fox Islands, Aleutian Islands, Alaska"
ci,15017364,2,"Thursday, July 14, 2011 21:23:25 UTC",33.7633,-116.9240,1.3,13.60,32,"Southern California"
nc,71600985,3,"Thursday, July 14, 2011 21:15:57 UTC",38.8112,-122.7425,1.3,2.80,50,"Northern California"
ci,15017332,2,"Thursday, July 14, 2011 21:10:30 UTC",33.0487,-114.9413,2.0,0.00, 7,"Southern California"
ak,10269838,2,"Thursday, July 14, 2011 20:56:13 UTC",60.5562,-149.3024,2.7,28.80,37,"Kenai Peninsula, Alaska"
nc,71600970,4,"Thursday, July 14, 2011 20:31:05 UTC",38.8385,-122.7860,1.2,2.30,34,"Northern California"
pr,11195023,0,"Thursday, July 14, 2011 20:29:10 UTC",19.0939,-64.8470,2.8,82.60, 3,"Virgin Islands region"
pr,11195071,0,"Thursday, July 14, 2011 20:26:52 UTC",18.1779,-64.2009,2.5,84.80, 3,"Virgin Islands region"
nn,00343094,8,"Thursday, July 14, 2011 20:13:00 UTC",39.0738,-118.4009,3.0,10.90,10,"Nevada"
uu,07141948,2,"Thursday, July 14, 2011 19:47:19 UTC",39.9280,-111.8105,1.6,7.60,15,"Utah"
nc,71600935,3,"Thursday, July 14, 2011 19:42:17 UTC",38.7933,-122.7633,1.8,2.60,54,"Northern California"
ci,15017276,2,"Thursday, July 14, 2011 19:37:13 UTC",33.7578,-116.9305,1.4,15.70,46,"Southern California"
nn,00343093,8,"Thursday, July 14, 2011 19:33:38 UTC",37.5445,-117.7863,1.9,5.90,15,"Nevada"
pr,11195070,0,"Thursday, July 14, 2011 19:31:01 UTC",19.1989,-64.9710,2.8,59.30, 3,"Virgin Islands region"
ak,10269688,3,"Thursday, July 14, 2011 19:15:11 UTC",60.1866,-141.7024,1.5,0.00,14,"Southern Alaska"
ak,10269684,2,"Thursday, July 14, 2011 19:06:36 UTC",56.2777,-157.5795,3.4,45.30,60,"Alaska Peninsula"
uu,07141900,2,"Thursday, July 14, 2011 19:00:58 UTC",39.6667,-110.4027,1.9,1.10,13,"Utah"
us,c0004xah,8,"Thursday, July 14, 2011 18:57:36 UTC",-18.5701,-69.3540,4.9,108.00,142,"Tarapaca, Chile"
us,c0004x9u,6,"Thursday, July 14, 2011 18:49:28 UTC",9.6923,122.2881,5.0,43.20,89,"Negros, Philippines"
pr,11195069,0,"Thursday, July 14, 2011 18:46:46 UTC",19.2019,-64.9270,3.0,42.10, 4,"Virgin Islands region"
ak,10272040,2,"Thursday, July 14, 2011 18:44:32 UTC",63.7473,-155.8770,2.3,4.20,11,"Central Alaska"
pr,11195021,0,"Thursday, July 14, 2011 18:43:28 UTC",19.2679,-64.8669,3.7,44.20,14,"Virgin Islands region"
ak,10269681,3,"Thursday, July 14, 2011 18:42:40 UTC",51.9303,-171.4742,3.6,41.40,21,"Fox Islands, Aleutian Islands, Alaska"
nc,71600905,5,"Thursday, July 14, 2011 18:39:29 UTC",36.2460,-120.8110,1.5,6.80,21,"Central California"
hv,60247451,1,"Thursday, July 14, 2011 18:38:02 UTC",19.4117,-155.1778,1.8,9.90,54,"Island of Hawaii, Hawaii"
ak,10269678,2,"Thursday, July 14, 2011 18:30:25 UTC",63.4524,-148.1718,1.0,4.70,11,"Central Alaska"
ci,15017236,2,"Thursday, July 14, 2011 18:23:15 UTC",33.4895,-116.7838,1.1,4.80,45,"Southern California"
nc,71600885,4,"Thursday, July 14, 2011 18:22:15 UTC",37.1505,-121.9855,1.1,12.60,13,"Northern California"
nc,71600880,2,"Thursday, July 14, 2011 18:14:31 UTC",38.8142,-122.8288,1.0,3.00,36,"Northern California"
nc,71600875,2,"Thursday, July 14, 2011 18:03:03 UTC",39.1690,-123.0065,1.9,3.30,38,"Northern California"
nc,71600865,2,"Thursday, July 14, 2011 17:57:28 UTC",36.6570,-121.2773,1.5,5.90,31,"Central California"
nc,71600860,3,"Thursday, July 14, 2011 17:50:43 UTC",36.6323,-121.2430,2.9,9.30,67,"Central California"
pr,11195067,0,"Thursday, July 14, 2011 17:41:12 UTC",18.9969,-64.8050,2.8,84.10, 3,"Virgin Islands region"
ak,10269659,2,"Thursday, July 14, 2011 17:40:15 UTC",61.3849,-150.4342,1.6,49.30,19,"Southern Alaska"
ak,10269653,2,"Thursday, July 14, 2011 17:29:22 UTC",63.0812,-149.0070,1.6,72.20,22,"Central Alaska"
nc,71600840,3,"Thursday, July 14, 2011 17:20:04 UTC",38.8140,-122.7943,2.1,3.10,74,"Northern California"
ak,10272035,2,"Thursday, July 14, 2011 17:11:06 UTC",57.4048,-152.1823,2.2,2.80,14,"Kodiak Island region, Alaska"
uu,07141710,2,"Thursday, July 14, 2011 17:10:42 UTC",44.6628,-110.4593,1.6,2.20,10,"Yellowstone National Park, Wyoming"
pr,11195072,0,"Thursday, July 14, 2011 16:51:00 UTC",18.8110,-64.7360,2.9,97.50, 5,"Virgin Islands region"
ak,10272034,3,"Thursday, July 14, 2011 16:50:04 UTC",52.0931,-171.5862,2.7,50.70,11,"Fox Islands, Aleutian Islands, Alaska"
nc,71600810,2,"Thursday, July 14, 2011 16:46:00 UTC",36.6298,-121.2468,1.1,8.60,25,"Central California"
nc,71600795,2,"Thursday, July 14, 2011 16:29:57 UTC",39.3812,-122.8967,1.6,11.70,12,"Northern California"
nn,00343078,8,"Thursday, July 14, 2011 16:10:12 UTC",37.5417,-117.7833,1.9,5.70,12,"Nevada"
ak,10269629,3,"Thursday, July 14, 2011 16:06:56 UTC",60.1772,-141.6685,1.2,0.00, 8,"Southern Alaska"
ak,10269626,3,"Thursday, July 14, 2011 16:02:51 UTC",60.1256,-141.5576,1.5,0.00,17,"Southern Alaska"
ci,15017156,2,"Thursday, July 14, 2011 15:51:32 UTC",33.6878,-116.7625,1.2,15.70,44,"Southern California"
nc,71600770,3,"Thursday, July 14, 2011 15:21:05 UTC",39.3738,-122.9093,2.1,9.10,28,"Northern California"
pr,11195068,0,"Thursday, July 14, 2011 15:13:20 UTC",18.8020,-64.7210,3.0,101.50, 4,"Virgin Islands region"
nc,71600765,2,"Thursday, July 14, 2011 15:11:49 UTC",38.8115,-122.7920,1.0,3.80,43,"Northern California"
ak,10269608,2,"Thursday, July 14, 2011 14:47:56 UTC",60.3205,-152.1462,1.7,84.90,21,"Southern Alaska"
nc,71600740,3,"Thursday, July 14, 2011 14:12:45 UTC",36.6573,-121.2765,2.7,5.50,88,"Central California"
ak,10269603,2,"Thursday, July 14, 2011 13:56:53 UTC",61.4809,-150.2422,1.5,43.70,19,"Southern Alaska"
pr,11195066,0,"Thursday, July 14, 2011 13:47:11 UTC",18.8929,-64.7060,3.2,93.40, 5,"Virgin Islands region"
pr,11195065,0,"Thursday, July 14, 2011 13:43:48 UTC",19.2530,-64.9550,2.9,62.00, 4,"Virgin Islands region"
nc,71600730,9,"Thursday, July 14, 2011 13:18:44 UTC",40.3190,-125.5897,3.3,21.00,16,"offshore Northern California"
ak,10269602,4,"Thursday, July 14, 2011 13:06:54 UTC",53.4080,-165.6988,1.8,21.00,13,"Fox Islands, Aleutian Islands, Alaska"
pr,11195062,0,"Thursday, July 14, 2011 12:56:10 UTC",19.1130,-64.8290,3.0,99.40, 4,"Virgin Islands region"
nc,71600715,2,"Thursday, July 14, 2011 12:47:12 UTC",38.7770,-122.7540,1.2,1.00,48,"Northern California"
uu,07141239,2,"Thursday, July 14, 2011 12:39:47 UTC",38.9082,-111.9338,1.7,5.60,11,"Utah"
pr,11195060,0,"Thursday, July 14, 2011 12:39:05 UTC",18.9699,-64.8389,3.1,98.00, 4,"Virgin Islands region"
pr,11195064,0,"Thursday, July 14, 2011 12:30:58 UTC",18.8630,-64.7559,2.8,102.70, 3,"Virgin Islands region"
nc,71600710,3,"Thursday, July 14, 2011 12:30:58 UTC",36.7065,-121.3595,1.5,8.00,45,"Central California"
pr,11195063,0,"Thursday, July 14, 2011 12:29:06 UTC",18.7460,-64.6650,2.9,105.00, 3,"Virgin Islands region"
pr,11195061,0,"Thursday, July 14, 2011 12:26:11 UTC",19.1130,-64.8290,3.0,79.90, 3,"Virgin Islands region"
mb,11660701,2,"Thursday, July 14, 2011 12:18:26 UTC",44.6188,-112.1103,2.8,11.00,52,"western Montana"
uw,07141205,1,"Thursday, July 14, 2011 12:05:15 UTC",46.6925,-120.9053,1.3,3.30,11,"Washington"
pr,11195058,0,"Thursday, July 14, 2011 12:02:39 UTC",18.9139,-64.7669,3.1,99.00, 6,"Virgin Islands region"
pr,11195057,0,"Thursday, July 14, 2011 12:00:52 UTC",19.0939,-64.8339,3.1,64.30, 4,"Virgin Islands region"
pr,11195056,0,"Thursday, July 14, 2011 12:00:16 UTC",19.2399,-64.8130,2.6,71.10, 4,"Virgin Islands region"
pr,11195055,0,"Thursday, July 14, 2011 11:58:54 UTC",18.9319,-64.7570,3.2,107.30, 5,"Virgin Islands region"
pr,11195014,0,"Thursday, July 14, 2011 11:50:52 UTC",19.2399,-64.9800,3.4,10.30,14,"Virgin Islands region"
pr,11195053,0,"Thursday, July 14, 2011 11:46:05 UTC",18.9969,-64.7827,3.2,95.30, 4,"Virgin Islands region"
pr,11195051,0,"Thursday, July 14, 2011 11:42:09 UTC",19.0069,-64.7720,3.4,104.60, 9,"Virgin Islands region"
ak,10272027,3,"Thursday, July 14, 2011 11:37:35 UTC",51.9798,-171.6063,2.7,25.40,11,"Fox Islands, Aleutian Islands, Alaska"
ci,15017084,2,"Thursday, July 14, 2011 11:35:46 UTC",32.7973,-116.1465,1.3,7.90,33,"Southern California"
ci,15017076,2,"Thursday, July 14, 2011 11:18:49 UTC",34.2128,-118.6477,1.6,14.60,30,"Greater Los Angeles area, California"
us,c0004wzm,8,"Thursday, July 14, 2011 11:17:32 UTC",-38.1786,-93.1361,5.2,9.80,155,"West Chile Rise"
ak,10272026,2,"Thursday, July 14, 2011 11:12:56 UTC",63.2836,-153.8059,1.1,22.70, 6,"Central Alaska"
pr,11195049,0,"Thursday, July 14, 2011 11:06:02 UTC",19.1191,-64.8367,3.4,67.50,10,"Virgin Islands region"
nc,71600685,2,"Thursday, July 14, 2011 11:04:38 UTC",37.5002,-118.8390,1.3,8.10,18,"Central California"
mb,11134550,2,"Thursday, July 14, 2011 11:03:06 UTC",44.7711,-111.4063,1.4,4.00,25,"western Montana"
pr,11195047,0,"Thursday, July 14, 2011 11:02:55 UTC",18.9260,-64.8190,3.3,83.10, 6,"Virgin Islands region"
pr,11195044,0,"Thursday, July 14, 2011 10:31:07 UTC",18.7436,-64.6177,3.3,106.50,10,"Virgin Islands region"
us,c0004wyv,5,"Thursday, July 14, 2011 10:29:13 UTC",32.9446,-100.8211,2.5,4.90, 9,"western Texas"
pr,11195041,0,"Thursday, July 14, 2011 10:25:34 UTC",19.1495,-64.8240,3.4,74.00, 8,"Virgin Islands region"
pr,11195076,0,"Thursday, July 14, 2011 10:08:54 UTC",18.9505,-64.8109,3.4,85.00, 5,"Virgin Islands region"
pr,11195059,0,"Thursday, July 14, 2011 10:04:48 UTC",18.7649,-64.6969,3.3,111.90, 8,"Virgin Islands region"
pr,11195054,0,"Thursday, July 14, 2011 10:02:49 UTC",19.0919,-64.8339,2.5,68.30, 3,"Virgin Islands region"
ci,15017044,2,"Thursday, July 14, 2011 10:01:37 UTC",35.8072,-117.5513,1.5,5.60,33,"Central California"
pr,11195052,0,"Thursday, July 14, 2011 10:00:28 UTC",19.2700,-64.9520,3.2,34.20, 8,"Virgin Islands region"
uw,07140959,1,"Thursday, July 14, 2011 09:59:18 UTC",47.4586,-122.9113,1.0,19.90,13,"Puget Sound region, Washington"
ci,15017036,2,"Thursday, July 14, 2011 09:58:11 UTC",33.4578,-116.5653,1.4,10.60,66,"Southern California"
ak,10272025,3,"Thursday, July 14, 2011 09:56:59 UTC",52.2157,-175.0577,1.5,13.40, 9,"Andreanof Islands, Aleutian Islands, Alaska"
pr,11195050,0,"Thursday, July 14, 2011 09:53:44 UTC",18.7509,-64.6240,3.0,110.40,12,"Virgin Islands region"
pr,11195048,0,"Thursday, July 14, 2011 09:52:19 UTC",18.9850,-64.7440,2.6,94.10, 4,"Virgin Islands region"
pr,11195046,0,"Thursday, July 14, 2011 09:32:28 UTC",19.0739,-64.8320,3.0,77.80, 4,"Virgin Islands region"
nc,71600670,2,"Thursday, July 14, 2011 09:30:12 UTC",38.5227,-122.7673,1.3,0.80,10,"Northern California"
pr,11195045,0,"Thursday, July 14, 2011 09:27:16 UTC",18.9519,-64.8030,2.9,84.50, 3,"Virgin Islands region"
pr,11195043,0,"Thursday, July 14, 2011 09:25:55 UTC",18.7749,-64.6900,2.7,109.00, 3,"Virgin Islands region"
pr,11195042,0,"Thursday, July 14, 2011 09:23:35 UTC",18.8549,-64.7529,2.6,104.00, 3,"Virgin Islands region"
pr,11195040,0,"Thursday, July 14, 2011 09:21:47 UTC",19.0450,-64.8059,3.3,89.00, 5,"Virgin Islands region"
pr,11195032,0,"Thursday, July 14, 2011 09:18:37 UTC",18.7360,-64.7249,3.0,104.40, 3,"Virgin Islands region"
uw,07140916,1,"Thursday, July 14, 2011 09:16:23 UTC",47.9518,-122.7581,1.8,52.60,28,"Puget Sound region, Washington"
pr,11195012,0,"Thursday, July 14, 2011 09:15:48 UTC",19.1049,-64.8479,3.9,76.00,13,"Virgin Islands region"
us,c0004wxh,5,"Thursday, July 14, 2011 09:12:23 UTC",12.0937,-88.0185,4.3,35.90,47,"near the coast of Nicaragua"
ak,10269577,2,"Thursday, July 14, 2011 09:11:12 UTC",62.6529,-151.1147,1.5,10.30,12,"Central Alaska"
ak,10272022,2,"Thursday, July 14, 2011 09:04:40 UTC",62.4497,-152.1331,1.6,105.60,18,"Central Alaska"
nc,71600665,2,"Thursday, July 14, 2011 09:04:33 UTC",37.5515,-118.8302,1.5,3.40,19,"Central California"
us,c0004wwp,A,"Thursday, July 14, 2011 08:52:32 UTC",-38.1326,-93.6627,5.4,10.50,250,"West Chile Rise"
us,c0004wwh,A,"Thursday, July 14, 2011 08:49:24 UTC",-38.1495,-93.6060,5.3,10.50,238,"West Chile Rise"
ci,15017004,2,"Thursday, July 14, 2011 08:39:05 UTC",34.1797,-117.6258,1.4,7.60,20,"Greater Los Angeles area, California"
nc,71600655,2,"Thursday, July 14, 2011 08:37:20 UTC",38.8065,-122.7420,1.1,1.90,49,"Northern California"
hv,60247371,1,"Thursday, July 14, 2011 08:28:15 UTC",19.2832,-155.2107,1.7,6.50,23,"Island of Hawaii, Hawaii"
nn,00343055,8,"Thursday, July 14, 2011 08:27:23 UTC",37.5358,-117.7941,1.7,14.00, 7,"Nevada"
pr,11195025,0,"Thursday, July 14, 2011 08:09:54 UTC",18.9489,-64.7720,3.0,83.70, 4,"Virgin Islands region"
pr,11195038,0,"Thursday, July 14, 2011 08:06:37 UTC",18.4740,-67.4489,3.0,75.50, 6,"Mona Passage, Puerto Rico"
ak,10272020,3,"Thursday, July 14, 2011 08:04:03 UTC",67.6050,-150.0099,1.4,8.60, 6,"northern Alaska"
hv,60247366,1,"Thursday, July 14, 2011 08:01:42 UTC",19.2577,-155.5298,2.2,6.90,34,"Island of Hawaii, Hawaii"
ak,10269564,2,"Thursday, July 14, 2011 07:59:11 UTC",61.3682,-146.7739,1.5,14.40,19,"Southern Alaska"
nn,00343054,8,"Thursday, July 14, 2011 07:52:53 UTC",39.3176,-119.9856,3.1,7.70,22,"Nevada"
pr,11195036,0,"Thursday, July 14, 2011 07:51:27 UTC",19.1100,-64.8659,2.9,75.50, 3,"Virgin Islands region"
pr,11195035,0,"Thursday, July 14, 2011 07:49:32 UTC",18.9659,-64.7649,3.2,90.80, 9,"Virgin Islands region"
pr,11195031,0,"Thursday, July 14, 2011 07:47:50 UTC",18.7800,-64.7060,3.2,116.40, 5,"Virgin Islands region"
pr,11195030,0,"Thursday, July 14, 2011 07:34:52 UTC",18.7819,-64.6559,3.3,99.00, 9,"Virgin Islands region"
ak,10269560,2,"Thursday, July 14, 2011 07:32:05 UTC",62.1197,-150.2183,1.6,47.50,15,"Central Alaska"
pr,11195026,0,"Thursday, July 14, 2011 07:21:29 UTC",19.2390,-64.9800,2.7,11.40, 3,"Virgin Islands region"
